id,label
1,1.0
2,1.0
3,0.9999998807907104
4,1.0
5,6.011848199705128e-06
6,7.251600891322596e-06
7,3.588124286579841e-08
8,1.4711786207044497e-06
9,7.259243761659206e-10
10,3.71943087440485e-10
11,1.6440127410533023e-06
12,0.9999996423721313
13,1.4797000176258734e-06
14,0.0005063535063527524
15,3.937503934015041e-10
16,7.245685264933854e-05
17,0.9829209446907043
18,0.9999972581863403
19,6.587289602677515e-10
20,3.737912757095785e-11
21,0.9999871253967285
22,5.6950810289890796e-08
23,1.0
24,0.9994555115699768
25,1.8771163468045415e-06
26,0.9999995231628418
27,0.9999969005584717
28,2.5823632121557694e-09
29,0.5066208839416504
30,0.99960857629776
31,0.9999972581863403
32,0.035595402121543884
33,0.9919437170028687
34,1.6212081277444668e-07
35,2.258319398151798e-07
36,1.3983073188228445e-07
37,1.4273382475948893e-09
38,5.209067066580531e-10
39,0.9997119307518005
40,5.5617239980154665e-11
41,1.0
42,1.0
43,1.0
44,1.0
45,4.728024638467332e-10
46,0.8706938624382019
47,1.136897131992498e-09
48,1.0
49,1.0
50,5.510243681783322e-06
51,6.16241502271464e-10
52,1.6836094740568797e-09
53,4.559735256037811e-09
54,4.481281734580733e-10
55,2.5096855438278e-07
56,0.9998494386672974
57,1.0
58,3.128695358345368e-10
59,0.9999916553497314
60,2.7894710541431778e-08
61,5.552274888032116e-05
62,0.9999997615814209
63,0.0044601084664464
64,3.911749445251189e-06
65,0.9999996423721313
66,0.9999970197677612
67,0.9949172735214233
68,1.3514952490467635e-09
69,0.9999977350234985
70,1.0
71,0.9999992847442627
72,0.9999988079071045
73,1.0
74,0.9999842643737793
75,1.0386635040049441e-05
76,1.0
77,0.9999998807907104
78,0.9999997615814209
79,1.0
80,1.8105571371052065e-06
81,0.0006857899134047329
82,3.387527058862361e-08
83,1.0
84,2.428689924727223e-07
85,0.9999986886978149
86,0.9981551766395569
87,1.0
88,0.9999992847442627
89,9.944803025518922e-08
90,0.02981577068567276
91,0.003461942309513688
92,2.8675883640971733e-06
93,9.666108245851707e-14
94,1.0
95,1.0
96,3.1922900434189216e-10
97,1.0
98,0.9999949932098389
99,8.866751954883512e-07
100,0.011913729831576347
101,5.769812361222648e-08
102,0.9998968839645386
103,1.2539486810014822e-11
104,9.859629085395838e-11
105,0.9998672008514404
106,0.9988024234771729
107,1.2553246619972924e-07
108,0.00021574279526248574
109,0.9999170303344727
